,nodeid,osmid
1593,1593,42437755
1594,1594,42437763
1595,1595,42437768
1596,1596,42437770
1597,1597,42437773
1598,1598,42437786
1599,1599,42437801
1600,1600,42437830
1601,1601,42437881
1602,1602,42437890
1603,1603,42437909
1604,1604,42437914
1605,1605,42437916
1606,1606,42437917
1607,1607,42437918
1608,1608,42437920
1609,1609,42437921
1610,1610,42437923
1611,1611,42437925
1612,1612,42437926
1613,1613,42437929
1614,1614,42437942
1615,1615,42437944
1616,1616,42437949
1617,1617,42437951
1618,1618,42437962
1619,1619,42437965
1620,1620,42437967
1621,1621,42437988
1622,1622,42437990
1623,1623,42437996
1624,1624,42438018
1625,1625,42438024
1626,1626,42438034
1627,1627,42438043
1628,1628,42438045
1629,1629,42438060
1630,1630,42438084
1631,1631,42438090
1632,1632,42438153
1633,1633,42438155
1634,1634,42438173
1635,1635,42438174
1636,1636,42438186
1637,1637,42438189
1638,1638,42438199
1639,1639,42438218
1640,1640,42438228
1641,1641,42438235
1642,1642,42438236
1643,1643,42438240
1644,1644,42438246
1645,1645,42438247
1646,1646,42438255
1647,1647,42438257
1648,1648,42438271
1649,1649,42438275
1650,1650,42438281
1651,1651,42438288
1652,1652,42438291
1653,1653,42438292
1654,1654,42438295
1655,1655,42438362
1656,1656,42438485
1657,1657,42438487
1658,1658,42438490
1659,1659,42438498
1660,1660,42438503
1661,1661,42438506
1662,1662,42438509
1663,1663,42438513
1664,1664,42438529
1665,1665,42438531
1666,1666,42438544
1667,1667,42438547
1668,1668,42438672
1669,1669,42438674
1670,1670,42438702
1671,1671,42438704
1672,1672,42438707
1673,1673,42438772
1674,1674,42438774
1675,1675,42438779
1676,1676,42438781
1677,1677,42438784
1678,1678,42438788
1679,1679,42438791
1680,1680,42438795
1681,1681,42438798
1682,1682,42438800
1683,1683,42438802
1684,1684,42438805
1685,1685,42438809
1686,1686,42438836
1687,1687,42438839
1688,1688,42438849
1689,1689,42438859
1690,1690,42438862
1691,1691,42438881
1692,1692,42438886
1693,1693,42438889
1694,1694,42438891
1695,1695,42438894
1696,1696,42438898
1697,1697,42438906
1698,1698,42438908
1699,1699,42438913
1700,1700,42438920
1701,1701,42438923
1702,1702,42438928
1703,1703,42438947
1704,1704,42438949
1705,1705,42438953
1706,1706,42438961
1707,1707,42438963
1708,1708,42438971
1709,1709,42438973
1710,1710,42438984
1711,1711,42439001
1712,1712,42439006
1713,1713,42439070
1714,1714,42439073
1715,1715,42439078
1716,1716,42439096
1717,1717,42439099
1718,1718,42439170
1719,1719,42439178
1720,1720,42439181
1721,1721,42439191
1722,1722,42439203
1723,1723,42439207
1724,1724,42439210
1725,1725,42439213
1726,1726,42439216
1727,1727,42439225
1728,1728,42439228
1729,1729,42439236
1730,1730,42439249
1731,1731,42439272
1732,1732,42439275
1733,1733,42439280
1734,1734,42439286
1735,1735,42439323
1736,1736,42439335
1737,1737,42439345
1738,1738,42439362
1739,1739,42439371
1740,1740,42439389
1741,1741,42439392
1742,1742,42439395
1743,1743,42439399
1744,1744,42439403
1745,1745,42439406
1746,1746,42439409
1747,1747,42439416
1748,1748,42439432
1749,1749,42439440
1750,1750,42439464
1751,1751,42439485
1752,1752,42439486
1753,1753,42439488
1754,1754,42439489
1755,1755,42439490
1756,1756,42439497
1757,1757,42439498
1758,1758,42439506
1759,1759,42439514
1760,1760,42439527
1761,1761,42439530
1762,1762,42439533
1763,1763,42439537
1764,1764,42439542
1765,1765,42439553
1766,1766,42439556
1767,1767,42439557
1768,1768,42439559
1769,1769,42439561
1770,1770,42439563
1771,1771,42439567
1772,1772,42439580
1773,1773,42439581
1774,1774,42439583
1775,1775,42439588
1776,1776,42439590
1777,1777,42439598
1778,1778,42439599
1779,1779,42439601
1780,1780,42439613
1781,1781,42439620
1782,1782,42439653
1783,1783,42439673
1784,1784,42439711
1785,1785,42439718
1786,1786,42439721
1787,1787,42439724
1788,1788,42439728
1789,1789,42439730
1790,1790,42439783
1791,1791,42439802
1792,1792,42439813
1793,1793,42439823
1794,1794,42439826
1795,1795,42439830
1796,1796,42439834
1797,1797,42439836
1798,1798,42439840
1799,1799,42439842
1800,1800,42439849
1801,1801,42439851
1802,1802,42439852
1803,1803,42439855
1804,1804,42439858
1805,1805,42439860
1806,1806,42439861
1807,1807,42439864
1808,1808,42439868
1809,1809,42439873
1810,1810,42439878
1811,1811,42439887
1812,1812,42439891
1813,1813,42439894
1814,1814,42439897
1815,1815,42439899
1816,1816,42439905
1817,1817,42439910
1818,1818,42439922
1819,1819,42439924
1820,1820,42439927
1821,1821,42439929
1822,1822,42439952
1823,1823,42439955
1824,1824,42439960
1825,1825,42439964
1826,1826,42439968
1827,1827,42439972
1828,1828,42439981
1829,1829,42439984
1830,1830,42439990
1831,1831,42439994
1832,1832,42439996
1833,1833,42440001
1834,1834,42440004
1835,1835,42440009
1836,1836,42440012
1837,1837,42440015
1838,1838,42440020
1839,1839,42440022
1840,1840,42440025
1841,1841,42440052
1842,1842,42440053
1843,1843,42440056
1844,1844,42440059
1845,1845,42440065
1846,1846,42440069
1847,1847,42440072
1848,1848,42440075
1849,1849,42440079
1850,1850,42440104
1851,1851,42440112
1852,1852,42440122
1853,1853,42440125
1854,1854,42440131
1855,1855,42440134
1856,1856,42440138
1857,1857,42440144
1858,1858,42440146
1859,1859,42440153
1860,1860,42440163
1861,1861,42440170
1862,1862,42440280
1863,1863,42440282
1864,1864,42440284
1865,1865,42440287
1866,1866,42440323
1867,1867,42440325
1868,1868,42440326
1869,1869,42440330
1870,1870,42440335
1871,1871,42440376
1872,1872,42440381
1873,1873,42440385
1874,1874,42440397
1875,1875,42440401
1876,1876,42440408
1877,1877,42440449
1878,1878,42440452
1879,1879,42440453
1880,1880,42440456
1881,1881,42440459
1882,1882,42440463
1883,1883,42440465
1884,1884,42440469
1885,1885,42440472
1886,1886,42440476
1887,1887,42440494
1888,1888,42440499
1889,1889,42440527
1890,1890,42440532
1891,1891,42440545
1892,1892,42440553
1893,1893,42440565
1894,1894,42440566
1895,1895,42440567
1896,1896,42440577
1897,1897,42440628
1898,1898,42440639
1899,1899,42440679
1900,1900,42440682
1901,1901,42440686
1902,1902,42440710
1903,1903,42440721
1904,1904,42440729
1905,1905,42440737
1906,1906,42440743
1907,1907,42440754
1908,1908,42440785
1909,1909,42440792
1910,1910,42440798
1911,1911,42440804
1912,1912,42440810
1913,1913,42440820
1914,1914,42440825
1915,1915,42440829
1916,1916,42440838
1917,1917,42440847
1918,1918,42440850
1919,1919,42440854
1920,1920,42440873
1921,1921,42440916
1922,1922,42440918
1923,1923,42440934
1924,1924,42440935
1925,1925,42440940
1926,1926,42440943
1927,1927,42440946
1928,1928,42440951
1929,1929,42440960
1930,1930,42440966
1931,1931,42441000
1932,1932,42441007
1933,1933,42441009
1934,1934,42441077
1935,1935,42441104
1936,1936,42441191
1937,1937,42441251
1938,1938,42441263
1939,1939,42441276
1940,1940,42441283
1941,1941,42441299
1942,1942,42441310
1943,1943,42441382
1944,1944,42441521
1945,1945,42441526
1946,1946,42441535
1947,1947,42441587
1948,1948,42441695
1949,1949,42441701
1950,1950,42441704
1951,1951,42441771
1952,1952,42441774
1953,1953,42441777
1954,1954,42441805
1955,1955,42441823
1956,1956,42441889
1957,1957,42441895
1958,1958,42441899
1959,1959,42441903
1960,1960,42441907
1961,1961,42441910
1962,1962,42441913
1963,1963,42441926
1964,1964,42441947
1965,1965,42441949
1966,1966,42441950
1967,1967,42441951
1968,1968,42441952
1969,1969,42441953
1970,1970,42441955
1971,1971,42441956
1972,1972,42442058
1973,1973,42442123
1974,1974,42442128
1975,1975,42442230
1976,1976,42442247
1977,1977,42442255
1978,1978,42442269
1979,1979,42442273
1980,1980,42442276
1981,1981,42442286
1982,1982,42442288
1983,1983,42442291
1984,1984,42442294
1985,1985,42442384
1986,1986,42442410
1987,1987,42442415
1988,1988,42442417
1989,1989,42442422
1990,1990,42442445
1991,1991,42442451
1992,1992,42442459
1993,1993,42442463
1994,1994,42442469
1995,1995,42442475
1996,1996,42442480
1997,1997,42442492
1998,1998,42442502
1999,1999,42442514
2000,2000,42442528
2001,2001,42442534
2002,2002,42442542
2003,2003,42442549
2004,2004,42442552
2005,2005,42442555
2006,2006,42442557
2007,2007,42442559
2008,2008,42442561
2009,2009,42442565
2010,2010,42442567
2011,2011,42442569
2012,2012,42442571
2013,2013,42442575
2014,2014,42442577
2015,2015,42442578
2016,2016,42442584
2017,2017,42442586
2018,2018,42442589
2019,2019,42442592
2020,2020,42442596
2021,2021,42442604
2022,2022,42442609
2023,2023,42442613
2024,2024,42442618
2025,2025,42442621
2026,2026,42442625
2027,2027,42442628
2028,2028,42442635
2029,2029,42442638
2030,2030,42442642
2031,2031,42442645
2032,2032,42442651
2033,2033,42442656
2034,2034,42442659
2035,2035,42442664
2036,2036,42442671
2037,2037,42442684
2038,2038,42442697
2039,2039,42442702
2040,2040,42442703
2041,2041,42442710
2042,2042,42442717
2043,2043,42442722
2044,2044,42442723
2045,2045,42442728
2046,2046,42442733
2047,2047,42442734
2048,2048,42442738
2049,2049,42442741
2050,2050,42442745
2051,2051,42442755
2052,2052,42442764
2053,2053,42442766
2054,2054,42442770
2055,2055,42442788
2056,2056,42442836
2057,2057,42442838
2058,2058,42442842
2059,2059,42442843
2060,2060,42442848
2061,2061,42442850
2062,2062,42442851
2063,2063,42442857
2064,2064,42442862
2065,2065,42442870
2066,2066,42442877
2067,2067,42442881
2068,2068,42442889
2069,2069,42442891
2070,2070,42442895
2071,2071,42442898
2072,2072,42442902
2073,2073,42442906
2074,2074,42442910
2075,2075,42442913
2076,2076,42442918
2077,2077,42442931
2078,2078,42442933
2079,2079,42442935
2080,2080,42442937
2081,2081,42442939
2082,2082,42442943
2083,2083,42442947
2084,2084,42442948
2085,2085,42442949
2086,2086,42442952
2087,2087,42442955
2088,2088,42442957
2089,2089,42442959
2090,2090,42442960
2091,2091,42442961
2092,2092,42442963
2093,2093,42442977
2094,2094,42442983
2095,2095,42443000
2096,2096,42443009
2097,2097,42443020
2098,2098,42443024
2099,2099,42443027
2100,2100,42443029
2101,2101,42443032
2102,2102,42443037
2103,2103,42443040
2104,2104,42443042
2105,2105,42443044
2106,2106,42443046
2107,2107,42443048
2108,2108,42443050
2109,2109,42443052
2110,2110,42443054
2111,2111,42443056
2112,2112,42443058
2113,2113,42443061
2114,2114,42443066
2115,2115,42443068
2116,2116,42443072
2117,2117,42443077
2118,2118,42443078
2119,2119,42443081
2120,2120,42443085
2121,2121,42443088
2122,2122,42443092
2123,2123,42443096
2124,2124,42443099
2125,2125,42443105
2126,2126,42443116
2127,2127,42443118
2128,2128,42443119
2129,2129,42443127
2130,2130,42443181
2131,2131,42443263
2132,2132,42443264
2133,2133,42443268
2134,2134,42443280
2135,2135,42443296
2136,2136,42443298
2137,2137,42443313
2138,2138,42443326
2139,2139,42443329
2140,2140,42443332
2141,2141,42443336
2142,2142,42443341
2143,2143,42443344
2144,2144,42443346
2145,2145,42443347
2146,2146,42443349
2147,2147,42443353
2148,2148,42443363
2149,2149,42443366
2150,2150,42443373
2151,2151,42443381
2152,2152,42443388
2153,2153,42443403
2154,2154,42443406
2155,2155,42443413
2156,2156,42443426
2157,2157,42443486
2158,2158,42443488
2159,2159,42443492
2160,2160,42443513
2161,2161,42443520
2162,2162,42443522
2163,2163,42443524
2164,2164,42443528
2165,2165,42443532
2166,2166,42443534
2167,2167,42443556
2168,2168,42443561
2169,2169,42443563
2170,2170,42443574
2171,2171,42443582
2172,2172,42443588
2173,2173,42443612
2174,2174,42443613
2175,2175,42443614
2176,2176,42443615
2177,2177,42443618
2178,2178,42443621
2179,2179,42443658
2180,2180,42443659
2181,2181,42443671
2182,2182,42443674
2183,2183,42443676
2184,2184,42443680
2185,2185,42443799
2186,2186,42443807
2187,2187,42443810
2188,2188,42443811
2189,2189,42443817
2190,2190,42443818
2191,2191,42443819
2192,2192,42443821
2193,2193,42443824
2194,2194,42443826
2195,2195,42443844
2196,2196,42443928
2197,2197,42443950
2198,2198,42443975
2199,2199,42444028
2200,2200,42444043
2201,2201,42444049
2202,2202,42444051
2203,2203,42444055
2204,2204,42444060
2205,2205,42444069
2206,2206,42444081
2207,2207,42444097
2208,2208,42444267
2209,2209,42444277
2210,2210,42444452
2211,2211,42444453
2212,2212,42444456
2213,2213,42444457
2214,2214,42444458
2215,2215,42444485
2216,2216,42444487
2217,2217,42444491
2218,2218,42444495
2219,2219,42444500
2220,2220,42444506
2221,2221,42444581
2222,2222,42444809
2223,2223,42444810
2224,2224,42444812
2225,2225,42444814
2226,2226,42444817
2227,2227,42444820
2228,2228,42444827
2229,2229,42444829
2230,2230,42444832
2231,2231,42444833
2232,2232,42444835
2233,2233,42444837
2234,2234,42444854
2235,2235,42444873
2236,2236,42444880
2237,2237,42444884
2238,2238,42444909
2239,2239,42444916
2240,2240,42444928
2241,2241,42444933
2242,2242,42444954
2243,2243,42444960
2244,2244,42444964
2245,2245,42444985
2246,2246,42444991
2247,2247,42445001
2248,2248,42445011
2249,2249,42445018
2250,2250,42445020
2251,2251,42445025
2252,2252,42445027
2253,2253,42445033
2254,2254,42445037
2255,2255,42445039
2256,2256,42445046
2257,2257,42445051
2258,2258,42445054
2259,2259,42445171
2260,2260,42445174
2261,2261,42445183
2262,2262,42445185
2263,2263,42445189
2264,2264,42445196
2265,2265,42445215
2266,2266,42445219
2267,2267,42445225
2268,2268,42445227
2269,2269,42445230
2270,2270,42445232
2271,2271,42445236
2272,2272,42445247
2273,2273,42445256
2274,2274,42445258
2275,2275,42445259
2276,2276,42445263
2277,2277,42445291
2278,2278,42445310
2279,2279,42445356
2280,2280,42445357
2281,2281,42445365
2282,2282,42445374
2283,2283,42445378
2284,2284,42445382
2285,2285,42445387
2286,2286,42445390
2287,2287,42445392
2288,2288,42445404
2289,2289,42445409
2290,2290,42445413
2291,2291,42445417
2292,2292,42445426
2293,2293,42445430
2294,2294,42445466
2295,2295,42445474
2296,2296,42445479
2297,2297,42445481
2298,2298,42445484
2299,2299,42445489
2300,2300,42445498
2301,2301,42445511
2302,2302,42445520
2303,2303,42445534
2304,2304,42445543
2305,2305,42445548
2306,2306,42445558
2307,2307,42445561
2308,2308,42445562
2309,2309,42445563
2310,2310,42445574
2311,2311,42445585
2312,2312,42445587
2313,2313,42445603
2314,2314,42445606
2315,2315,42445612
2316,2316,42445617
2317,2317,42445620
2318,2318,42445630
2319,2319,42445634
2320,2320,42445635
2321,2321,42445637
2322,2322,42445640
2323,2323,42445644
2324,2324,42445649
2325,2325,42445651
2326,2326,42445653
2327,2327,42445656
2328,2328,42445661
2329,2329,42445664
2330,2330,42445666
2331,2331,42445667
2332,2332,42445672
2333,2333,42445675
2334,2334,42445680
2335,2335,42445689
2336,2336,42445700
2337,2337,42445702
2338,2338,42445731
2339,2339,42445733
2340,2340,42445736
2341,2341,42445738
2342,2342,42445740
2343,2343,42445748
2344,2344,42445757
2345,2345,42445766
2346,2346,42445773
2347,2347,42445804
2348,2348,42445817
2349,2349,42445823
2350,2350,42445840
2351,2351,42445843
2352,2352,42445867
2353,2353,42445879
2354,2354,42445885
2355,2355,42445888
2356,2356,42445896
2357,2357,42445899
2358,2358,42445903
2359,2359,42445908
2360,2360,42445909
2361,2361,42445910
2362,2362,42445914
2363,2363,42445916
2364,2364,42445917
2365,2365,42445920
2366,2366,42445924
2367,2367,42445926
2368,2368,42445928
2369,2369,42445930
2370,2370,42445936
2371,2371,42445941
2372,2372,42445947
2373,2373,42445950
2374,2374,42445953
2375,2375,42445961
2376,2376,42445972
2377,2377,42445976
2378,2378,42445994
2379,2379,42446013
2380,2380,42446016
2381,2381,42446021
2382,2382,42446026
2383,2383,42446031
2384,2384,42446036
2385,2385,42446041
2386,2386,42446066
2387,2387,42446070
2388,2388,42446072
2389,2389,42446086
2390,2390,42446093
2391,2391,42446099
2392,2392,42446132
2393,2393,42446138
2394,2394,42446147
2395,2395,42446152
2396,2396,42446155
2397,2397,42446161
2398,2398,42446164
2399,2399,42446169
2400,2400,42446171
2401,2401,42446177
2402,2402,42446182
2403,2403,42446184
2404,2404,42446187
2405,2405,42446190
2406,2406,42446203
2407,2407,42446218
2408,2408,42446231
2409,2409,42446245
2410,2410,42446266
2411,2411,42446270
2412,2412,42446275
2413,2413,42446293
2414,2414,42446331
2415,2415,42446337
2416,2416,42446353
2417,2417,42446363
2418,2418,42446398
2419,2419,42446424
2420,2420,42446455
2421,2421,42446461
2422,2422,42446466
2423,2423,42446472
2424,2424,42446478
2425,2425,42446488
2426,2426,42446504
2427,2427,42446506
2428,2428,42446521
2429,2429,42446528
2430,2430,42446533
2431,2431,42446547
2432,2432,42446552
2433,2433,42446562
2434,2434,42446571
2435,2435,42446584
2436,2436,42446604
2437,2437,42446609
2438,2438,42446617
2439,2439,42446668
2440,2440,42446701
2441,2441,42446721
2442,2442,42446723
2443,2443,42446728
2444,2444,42446733
2445,2445,42446772
2446,2446,42446775
2447,2447,42446778
2448,2448,42446797
2449,2449,42446800
2450,2450,42446814
2451,2451,42446825
2452,2452,42446849
2453,2453,42446875
2454,2454,42446879
2455,2455,42446885
2456,2456,42446889
2457,2457,42446902
2458,2458,42446919
2459,2459,42446925
2460,2460,42446932
2461,2461,42446933
2462,2462,42446934
2463,2463,42446935
2464,2464,42446941
2465,2465,42446942
2466,2466,42446945
2467,2467,42446949
2468,2468,42446959
2469,2469,42446971
2470,2470,42446977
2471,2471,42446986
2472,2472,42446987
2473,2473,42446991
2474,2474,42446994
2475,2475,42446998
2476,2476,42447007
2477,2477,42447009
2478,2478,42447020
2479,2479,42447030
2480,2480,42447060
2481,2481,42447069
2482,2482,42447076
2483,2483,42447084
2484,2484,42447105
2485,2485,42447115
2486,2486,42447126
2487,2487,42447132
2488,2488,42447136
2489,2489,42447144
2490,2490,42447149
2491,2491,42447166
2492,2492,42447169
2493,2493,42447174
2494,2494,42447176
2495,2495,42447179
2496,2496,42447182
2497,2497,42447187
2498,2498,42447192
2499,2499,42447196
2500,2500,42447199
2501,2501,42447201
2502,2502,42447206
2503,2503,42447207
2504,2504,42447208
2505,2505,42447209
2506,2506,42447210
2507,2507,42447228
2508,2508,42447230
2509,2509,42447235
2510,2510,42447237
2511,2511,42447246
2512,2512,42447249
2513,2513,42447255
2514,2514,42447273
2515,2515,42447275
2516,2516,42447278
2517,2517,42447281
2518,2518,42447285
2519,2519,42447295
2520,2520,42447303
2521,2521,42447317
2522,2522,42447323
2523,2523,42447326
2524,2524,42447330
2525,2525,42447336
2526,2526,42447346
2527,2527,42447389
2528,2528,42447399
2529,2529,42447404
2530,2530,42447412
2531,2531,42447418
2532,2532,42447419
2533,2533,42447428
2534,2534,42447435
2535,2535,42448141
2536,2536,42448162
2537,2537,42448171
2538,2538,42448203
2539,2539,42448216
2540,2540,42448238
2541,2541,42448254
2542,2542,42448257
2543,2543,42448278
2544,2544,42448283
2545,2545,42448317
2546,2546,42448326
2547,2547,42448329
2548,2548,42448338
2549,2549,42448379
2550,2550,42448390
2551,2551,42448406
2552,2552,42448430
2553,2553,42448440
2554,2554,42448469
2555,2555,42448483
2556,2556,42448506
2557,2557,42448549
2558,2558,42448552
2559,2559,42448558
2560,2560,42448563
2561,2561,42448568
2562,2562,42448570
2563,2563,42448593
2564,2564,42448605
2565,2565,42448607
2566,2566,42448611
2567,2567,42448655
2568,2568,42448661
2569,2569,42448674
2570,2570,42448693
2571,2571,42448701
2572,2572,42448707
2573,2573,42448714
2574,2574,42448726
2575,2575,42448729
2576,2576,42448735
2577,2577,42448745
2578,2578,42448811
2579,2579,42448813
2580,2580,42448828
2581,2581,42448850
2582,2582,42448852
2583,2583,42448857
2584,2584,42448930
2585,2585,42448979
2586,2586,42449005
2587,2587,42449007
2588,2588,42449010
2589,2589,42449017
2590,2590,42449021
2591,2591,42449023
2592,2592,42449027
2593,2593,42449029
2594,2594,42449038
2595,2595,42449045
2596,2596,42449067
2597,2597,42449076
2598,2598,42449089
2599,2599,42449098
2600,2600,42449127
2601,2601,42449139
2602,2602,42449163
2603,2603,42449166
2604,2604,42449187
2605,2605,42449308
2606,2606,42449314
2607,2607,42449333
2608,2608,42449341
2609,2609,42449413
2610,2610,42449422
2611,2611,42449427
2612,2612,42449515
2613,2613,42449550
2614,2614,42449570
2615,2615,42449576
2616,2616,42449580
2617,2617,42449582
2618,2618,42449589
2619,2619,42449593
2620,2620,42449597
2621,2621,42449600
2622,2622,42449613
2623,2623,42449627
2624,2624,42449631
2625,2625,42449634
2626,2626,42449637
2627,2627,42449639
2628,2628,42449641
2629,2629,42449644
2630,2630,42449653
2631,2631,42449654
2632,2632,42449656
2633,2633,42449683
2634,2634,42449685
2635,2635,42449689
2636,2636,42449801
2637,2637,42449804
2638,2638,42449817
2639,2639,42449828
2640,2640,42449833
2641,2641,42449840
2642,2642,42449843
2643,2643,42449874
2644,2644,42449886
2645,2645,42449890
2646,2646,42449893
2647,2647,42449918
2648,2648,42449926
2649,2649,42449928
2650,2650,42449932
2651,2651,42449938
2652,2652,42449942
2653,2653,42449945
2654,2654,42449947
2655,2655,42449948
2656,2656,42449954
2657,2657,42449956
2658,2658,42449961
2659,2659,42449963
2660,2660,42449971
2661,2661,42449982
2662,2662,42449985
2663,2663,42449991
2664,2664,42450009
2665,2665,42450015
2666,2666,42450025
2667,2667,42450028
2668,2668,42450030
2669,2669,42450035
2670,2670,42450037
2671,2671,42450044
2672,2672,42450048
2673,2673,42450052
2674,2674,42450055
2675,2675,42450057
2676,2676,42450061
2677,2677,42450066
2678,2678,42450071
2679,2679,42450080
2680,2680,42450083
2681,2681,42450089
2682,2682,42450275
2683,2683,42450290
2684,2684,42450325
2685,2685,42450341
2686,2686,42450426
2687,2687,42450434
2688,2688,42450456
2689,2689,42450460
2690,2690,42450468
2691,2691,42450634
2692,2692,42450641
2693,2693,42450814
2694,2694,42450820
2695,2695,42451018
2696,2696,42451332
2697,2697,42451564
2698,2698,42451593
2699,2699,42451604
2700,2700,42451650
2701,2701,42451660
2702,2702,42451665
2703,2703,42451674
2704,2704,42451695
2705,2705,42451712
2706,2706,42451736
2707,2707,42451744
2708,2708,42451754
2709,2709,42451766
2710,2710,42451773
2711,2711,42451787
2712,2712,42451932
2713,2713,42451987
2714,2714,42452006
2715,2715,42452008
2716,2716,42452015
2717,2717,42452026
2718,2718,42452040
2719,2719,42452048
2720,2720,42452056
2721,2721,42452067
2722,2722,42452076
2723,2723,42452084
2724,2724,42452107
2725,2725,42452117
2726,2726,42452130
2727,2727,42452147
2728,2728,42452276
2729,2729,42452290
2730,2730,42452310
2731,2731,42452314
2732,2732,42452330
2733,2733,42452353
2734,2734,42452365
2735,2735,42452396
2736,2736,42452485
2737,2737,42452495
2738,2738,42452556
2739,2739,42452564
2740,2740,42452598
2741,2741,42452610
2742,2742,42452613
2743,2743,42452809
2744,2744,42452812
2745,2745,42452814
2746,2746,42452816
2747,2747,42452817
2748,2748,42452875
2749,2749,42452882
2750,2750,42452936
2751,2751,42452951
2752,2752,42452954
2753,2753,42452956
2754,2754,42452973
2755,2755,42452975
2756,2756,42453000
2757,2757,42453005
2758,2758,42453007
2759,2759,42453008
2760,2760,42453011
2761,2761,42453038
2762,2762,42453059
2763,2763,42453087
2764,2764,42453104
2765,2765,42453156
2766,2766,42453158
2767,2767,42453160
2768,2768,42453166
2769,2769,42453175
2770,2770,42453177
2771,2771,42453187
2772,2772,42453216
2773,2773,42453220
2774,2774,42453226
2775,2775,42453236
2776,2776,42453241
2777,2777,42453246
2778,2778,42453251
2779,2779,42453253
2780,2780,42453258
2781,2781,42453310
2782,2782,42453349
2783,2783,42453354
2784,2784,42453365
2785,2785,42453395
2786,2786,42453398
2787,2787,42453417
2788,2788,42453442
2789,2789,42453457
2790,2790,42453468
2791,2791,42453472
2792,2792,42453575
2793,2793,42453577
2794,2794,42453586
2795,2795,42453591
2796,2796,42453601
2797,2797,42453604
2798,2798,42453607
2799,2799,42453610
2800,2800,42453613
2801,2801,42453624
2802,2802,42453630
2803,2803,42453638
2804,2804,42453669
2805,2805,42453691
2806,2806,42453700
2807,2807,42453709
2808,2808,42453714
2809,2809,42453717
2810,2810,42453757
2811,2811,42453773
2812,2812,42453777
2813,2813,42453934
2814,2814,42453952
2815,2815,42453986
2816,2816,42453999
2817,2817,42454006
2818,2818,42454010
2819,2819,42454042
2820,2820,42454089
2821,2821,42454102
2822,2822,42454189
2823,2823,42454192
2824,2824,42454196
2825,2825,42454240
2826,2826,42454300
2827,2827,42454325
2828,2828,42454328
2829,2829,42454368
2830,2830,42454378
2831,2831,42454381
2832,2832,42454391
2833,2833,42454401
2834,2834,42454423
2835,2835,42454428
2836,2836,42454433
2837,2837,42454495
2838,2838,42454522
2839,2839,42454538
2840,2840,42454553
2841,2841,42454611
2842,2842,42454622
2843,2843,42454642
2844,2844,42454660
2845,2845,42454679
2846,2846,42454691
2847,2847,42454701
2848,2848,42454742
2849,2849,42454758
2850,2850,42454893
2851,2851,42454994
2852,2852,42454997
2853,2853,42455007
2854,2854,42455013
2855,2855,42455026
2856,2856,42455051
2857,2857,42455059
2858,2858,42455083
2859,2859,42455175
2860,2860,42455181
2861,2861,42455200
2862,2862,42455234
2863,2863,42455238
2864,2864,42455245
2865,2865,42455252
2866,2866,42455259
2867,2867,42455335
2868,2868,42455337
2869,2869,42455357
2870,2870,42455396
2871,2871,42455412
2872,2872,42455452
2873,2873,42455465
2874,2874,42455493
2875,2875,42455509
2876,2876,42455643
2877,2877,42455662
2878,2878,42455666
2879,2879,42455675
2880,2880,42455693
2881,2881,42455694
2882,2882,42455695
2883,2883,42455705
2884,2884,42455735
2885,2885,42455751
2886,2886,42455761
2887,2887,42455867
2888,2888,42455887
2889,2889,42455897
2890,2890,42455915
2891,2891,42455929
2892,2892,42455932
2893,2893,42455934
2894,2894,42455963
2895,2895,42456041
2896,2896,42456049
2897,2897,42456060
2898,2898,42456066
2899,2899,42456076
2900,2900,42456091
2901,2901,42456101
2902,2902,42456107
2903,2903,42456110
2904,2904,42456115
2905,2905,42456162
2906,2906,42456197
2907,2907,42456205
2908,2908,42456206
2909,2909,42456211
2910,2910,42456259
2911,2911,42456303
2912,2912,42456492
2913,2913,42456543
2914,2914,42456555
2915,2915,42456568
2916,2916,42456575
2917,2917,42456578
2918,2918,42456598
2919,2919,42456611
2920,2920,42456683
2921,2921,42456708
2922,2922,42456711
2923,2923,42456831
2924,2924,42456888
2925,2925,42456979
2926,2926,42456986
2927,2927,42457209
2928,2928,42457282
2929,2929,42457311
2930,2930,42457319
2931,2931,42457325
2932,2932,42457401
2933,2933,42457421
2934,2934,42457426
2935,2935,42457476
2936,2936,42457660
2937,2937,42457728
2938,2938,42457735
2939,2939,42457788
2940,2940,42457821
2941,2941,42457925
2942,2942,42457940
2943,2943,42458112
2944,2944,42458267
2945,2945,42458313
2946,2946,42458333
2947,2947,42458342
2948,2948,42458728
2949,2949,42458766
2950,2950,42458936
2951,2951,42458960
2952,2952,42459041
2953,2953,42459098
2954,2954,42459114
2955,2955,42459137
2956,2956,42459180
2957,2957,42459436
2958,2958,42459493
2959,2959,42459579
2960,2960,42459636
2961,2961,42459820
2962,2962,42719455
2963,2963,42719457
2964,2964,42719470
2965,2965,42724756
2966,2966,42725324
2967,2967,42725346
2968,2968,42725481
2969,2969,42725739
2970,2970,42725827
2971,2971,42728921
2972,2972,42732838
2973,2973,42732842
2974,2974,42732845
2975,2975,42732852
2976,2976,42732863
2977,2977,42732872
2978,2978,42732876
2979,2979,42732879
2980,2980,42733551
2981,2981,42733555
2982,2982,42733560
2983,2983,42733563
2984,2984,42733678
2985,2985,42733681
2986,2986,42733686
2987,2987,42733689
2988,2988,42733691
2989,2989,42733948
2990,2990,42734141
2991,2991,42734146
